pair1,pair2,list,subject,trial_study,trial_test,tType_study,tType_test,gonogo_answer
156,150,8,28,96,88,Binocular,CFS,go
68,73,8,28,90,92,Binocular,CFS,go
23,53,8,28,85,95,CFS,CFS,nogo
115,118,8,28,95,85,Not Studied,Not Studied,go
2,187,9,28,101,105,Not Studied,Binocular,go
57,90,9,28,106,99,Binocular,Not Studied,go
179,177,9,28,102,106,Not Studied,Binocular,go
126,167,9,28,104,100,CFS,CFS,go
112,37,9,28,99,101,Binocular,Binocular,nogo
33,157,9,28,98,103,CFS,Not Studied,nogo
100,124,9,28,97,104,Not Studied,CFS,go
3,6,9,28,107,102,CFS,CFS,go
176,154,9,28,105,107,Binocular,CFS,nogo
6,3,9,28,103,98,Binocular,Binocular,go
28,137,9,28,108,97,CFS,Not Studied,go
131,174,9,28,100,108,Not Studied,Not Studied,go
118,115,10,28,116,119,Not Studied,CFS,nogo
34,4,10,28,111,112,Binocular,CFS,go
146,147,10,28,109,120,Not Studied,Not Studied,go
60,191,10,28,112,113,CFS,Binocular,nogo
19,189,10,28,120,115,Binocular,Not Studied,nogo
14,139,10,28,115,117,CFS,Binocular,go
102,110,10,28,110,116,Not Studied,CFS,go
30,69,10,28,118,118,CFS,Binocular,go
88,40,10,28,113,109,Binocular,Not Studied,go
15,145,10,28,114,114,Binocular,CFS,go
18,39,10,28,117,111,CFS,Not Studied,go
183,185,10,28,119,110,Not Studied,Binocular,go
153,8,1,29,7,1,Binocular,Binocular,nogo
50,80,1,29,8,7,CFS,Binocular,go
61,121,1,29,1,6,Binocular,Not Studied,nogo
32,122,1,29,11,11,Not Studied,Not Studied,go
53,23,1,29,12,5,CFS,CFS,go
143,128,1,29,9,3,Not Studied,Binocular,go
141,155,1,29,2,4,Binocular,Not Studied,go
184,181,1,29,5,8,Not Studied,Not Studied,go
172,170,1,29,10,10,CFS,CFS,go
56,99,1,29,6,2,CFS,CFS,nogo
8,153,1,29,3,9,Not Studied,CFS,go
85,25,1,29,4,12,Binocular,Binocular,go
4,34,2,29,18,22,Binocular,CFS,go
147,146,2,29,17,14,CFS,CFS,nogo
107,64,2,29,23,23,Binocular,Not Studied,go
25,85,2,29,20,19,Not Studied,Binocular,go
110,102,2,29,19,16,CFS,Not Studied,go
177,179,2,29,24,13,Not Studied,Binocular,nogo
16,13,2,29,14,15,Binocular,Binocular,go
155,141,2,29,16,21,Not Studied,CFS,go
81,96,2,29,21,17,CFS,CFS,go
161,163,2,29,22,20,CFS,Not Studied,go
45,165,2,29,13,24,Not Studied,Binocular,go
69,30,2,29,15,18,Binocular,Not Studied,nogo
121,61,3,29,25,28,Binocular,Not Studied,go
95,66,3,29,29,36,CFS,Binocular,go
174,131,3,29,28,34,Binocular,CFS,go
117,135,3,29,36,35,Not Studied,Not Studied,go
122,32,3,29,27,25,CFS,Binocular,nogo
113,76,3,29,35,32,Not Studied,Not Studied,go
97,151,3,29,33,33,Binocular,CFS,go
111,125,3,29,31,30,Not Studied,Not Studied,nogo
163,161,3,29,32,29,CFS,CFS,go
78,98,3,29,34,27,CFS,Binocular,go
52,26,3,29,26,31,Not Studied,Binocular,go
11,103,3,29,30,26,Binocular,CFS,nogo
133,192,4,29,46,45,Binocular,CFS,go
157,33,4,29,39,48,CFS,Binocular,go
59,79,4,29,40,41,Binocular,CFS,go
154,176,4,29,44,39,Not Studied,Binocular,go
89,72,4,29,38,38,CFS,CFS,nogo
119,7,4,29,48,37,Not Studied,Binocular,nogo
125,111,4,29,45,40,Binocular,Not Studied,go
139,14,4,29,42,44,Not Studied,Not Studied,go
64,107,4,29,43,47,CFS,Not Studied,go
43,44,4,29,37,46,CFS,CFS,go
26,52,4,29,41,42,Not Studied,Not Studied,nogo
62,123,4,29,47,43,Binocular,Binocular,go
185,183,5,29,57,58,Binocular,CFS,go
72,89,5,29,58,56,CFS,Not Studied,go
170,172,5,29,54,50,Binocular,CFS,nogo
151,97,5,29,53,59,Not Studied,Not Studied,go
124,100,5,29,51,52,CFS,Not Studied,go
20,71,5,29,56,54,Not Studied,Not Studied,nogo
71,20,5,29,49,60,Binocular,Binocular,go
86,29,5,29,52,55,Not Studied,Binocular,go
98,78,5,29,55,53,CFS,CFS,go
159,162,5,29,60,57,CFS,CFS,go
144,140,5,29,50,51,Not Studied,Binocular,go
181,184,5,29,59,49,Binocular,Binocular,nogo
13,16,6,29,63,67,Binocular,Binocular,go
103,11,6,29,65,68,CFS,Not Studied,go
129,166,6,29,67,66,Binocular,Not Studied,nogo
140,144,6,29,66,71,Not Studied,Not Studied,go
150,156,6,29,72,61,CFS,Binocular,nogo
128,143,6,29,71,69,Not Studied,CFS,go
90,57,6,29,62,70,Binocular,CFS,go
162,159,6,29,68,72,Not Studied,Binocular,go
123,62,6,29,64,65,CFS,CFS,go
7,119,6,29,70,62,CFS,CFS,nogo
73,68,6,29,61,64,Not Studied,Not Studied,go
165,45,6,29,69,63,Binocular,Binocular,go
80,50,7,29,73,76,Binocular,Not Studied,go
44,43,7,29,79,74,CFS,CFS,nogo
31,47,7,29,76,75,Binocular,Binocular,go
37,112,7,29,74,79,Not Studied,Binocular,go
79,59,7,29,82,81,CFS,CFS,go
166,129,7,29,78,77,Not Studied,CFS,go
58,74,7,29,80,82,Binocular,CFS,go
99,56,7,29,84,84,Not Studied,Binocular,go
47,31,7,29,75,80,CFS,Not Studied,go
74,58,7,29,83,78,CFS,Not Studied,nogo
40,88,7,29,81,73,Not Studied,Binocular,nogo
167,126,7,29,77,83,Binocular,Not Studied,go
96,81,8,29,92,88,Binocular,Not Studied,go
137,28,8,29,94,86,CFS,CFS,nogo
76,113,8,29,90,89,Binocular,CFS,go
135,117,8,29,86,94,Not Studied,CFS,go
39,18,8,29,87,92,CFS,Not Studied,go
66,95,8,29,89,91,Not Studied,Binocular,go
145,15,8,29,88,96,Binocular,Binocular,go
29,86,8,29,91,95,Not Studied,Not Studied,go
156,150,8,29,93,90,CFS,Not Studied,nogo
68,73,8,29,85,93,CFS,CFS,go
23,53,8,29,96,87,Not Studied,Binocular,go
115,118,8,29,95,85,Binocular,Binocular,nogo
2,187,9,29,102,100,Binocular,Not Studied,go
57,90,9,29,101,102,CFS,Not Studied,nogo
179,177,9,29,107,104,Binocular,Not Studied,go
126,167,9,29,105,101,Not Studied,CFS,go
112,37,9,29,103,97,CFS,Binocular,nogo
33,157,9,29,97,105,Not Studied,CFS,go
100,124,9,29,104,103,Binocular,Binocular,go
3,6,9,29,108,99,Not Studied,Binocular,go
176,154,9,29,106,106,CFS,CFS,go
6,3,9,29,99,108,CFS,Binocular,go
28,137,9,29,98,98,Not Studied,CFS,nogo
131,174,9,29,100,107,Binocular,Not Studied,go
118,115,10,29,112,116,Binocular,Not Studied,go
34,4,10,29,113,109,CFS,Binocular,nogo
146,147,10,29,116,118,Binocular,CFS,go
60,191,10,29,109,120,Not Studied,Binocular,go
19,189,10,29,110,119,CFS,Not Studied,go
14,139,10,29,119,114,Not Studied,Not Studied,nogo
102,110,10,29,114,117,Binocular,CFS,go
30,69,10,29,115,112,Not Studied,Not Studied,go
88,40,10,29,111,115,CFS,Binocular,go
15,145,10,29,117,110,CFS,CFS,nogo
18,39,10,29,118,113,Not Studied,CFS,go
183,185,10,29,120,111,Binocular,Binocular,go
153,8,1,30,8,9,CFS,Not Studied,go
50,80,1,30,12,6,Not Studied,Binocular,go
61,121,1,30,5,4,CFS,Binocular,go
32,122,1,30,4,10,Binocular,Not Studied,nogo
53,23,1,30,6,7,Not Studied,CFS,go
143,128,1,30,7,5,Binocular,Not Studied,go
141,155,1,30,3,2,CFS,Not Studied,go
184,181,1,30,1,1,Binocular,CFS,go
172,170,1,30,2,11,Not Studied,Binocular,go
56,99,1,30,10,8,Not Studied,Binocular,nogo
8,153,1,30,11,12,Binocular,CFS,nogo
85,25,1,30,9,3,CFS,CFS,go
4,34,2,30,13,19,CFS,CFS,go
147,146,2,30,20,18,Not Studied,Binocular,go
107,64,2,30,23,16,CFS,Binocular,go
25,85,2,30,14,20,Binocular,Binocular,nogo
110,102,2,30,19,15,Not Studied,CFS,go
177,179,2,30,18,17,Binocular,Not Studied,go
16,13,2,30,24,13,CFS,CFS,go
155,141,2,30,22,22,Binocular,Not Studied,nogo
81,96,2,30,21,21,Not Studied,Not Studied,go
161,163,2,30,15,24,Not Studied,CFS,nogo
45,165,2,30,16,23,Binocular,Binocular,go
69,30,2,30,17,14,CFS,Not Studied,go
121,61,3,30,35,29,CFS,Not Studied,go
95,66,3,30,25,30,Not Studied,Binocular,go
174,131,3,30,32,27,CFS,CFS,go
117,135,3,30,34,34,Binocular,Not Studied,nogo
122,32,3,30,36,32,Not Studied,Binocular,nogo
113,76,3,30,31,36,Binocular,CFS,nogo
97,151,3,30,30,26,CFS,Not Studied,go
111,125,3,30,26,25,Binocular,CFS,go
163,161,3,30,27,33,Not Studied,Not Studied,go
78,98,3,30,29,35,Not Studied,Binocular,go
52,26,3,30,33,31,Binocular,CFS,go
11,103,3,30,28,28,CFS,Binocular,go
133,192,4,30,46,39,CFS,CFS,go
157,33,4,30,47,44,Not Studied,Binocular,nogo
59,79,4,30,39,41,CFS,Not Studied,go
154,176,4,30,43,48,Binocular,CFS,nogo
89,72,4,30,48,40,Not Studied,Binocular,go
119,7,4,30,42,45,Binocular,Not Studied,go
125,111,4,30,38,46,CFS,Not Studied,nogo
139,14,4,30,41,47,Binocular,Binocular,go
64,107,4,30,45,37,Not Studied,CFS,go
43,44,4,30,40,42,Not Studied,Binocular,go
26,52,4,30,37,43,Binocular,CFS,go
62,123,4,30,44,38,CFS,Not Studied,go
185,183,5,30,57,59,CFS,Binocular,go
72,89,5,30,59,54,Not Studied,Binocular,go
170,172,5,30,53,50,CFS,Not Studied,go
151,97,5,30,50,60,Binocular,CFS,nogo
124,100,5,30,60,57,Not Studied,Not Studied,go
20,71,5,30,55,55,Binocular,CFS,go
71,20,5,30,52,53,CFS,Not Studied,go
86,29,5,30,58,56,Binocular,Binocular,nogo
98,78,5,30,51,49,Not Studied,CFS,go
159,162,5,30,49,51,Not Studied,CFS,go
144,140,5,30,56,52,Binocular,Binocular,go
181,184,5,30,54,58,CFS,Not Studied,nogo
13,16,6,30,67,65,CFS,Not Studied,go
103,11,6,30,63,68,Not Studied,Binocular,nogo
129,166,6,30,69,70,CFS,Not Studied,nogo
140,144,6,30,72,66,Binocular,Binocular,go
150,156,6,30,71,69,Not Studied,Not Studied,go
128,143,6,30,65,62,Binocular,Not Studied,go
90,57,6,30,64,67,CFS,CFS,go
162,159,6,30,70,63,Binocular,CFS,go
123,62,6,30,68,64,Not Studied,Binocular,go
7,119,6,30,62,72,Not Studied,CFS,nogo
73,68,6,30,66,71,Binocular,Binocular,go
165,45,6,30,61,61,CFS,CFS,go
80,50,7,30,81,76,CFS,Binocular,go
44,43,7,30,77,80,Not Studied,Binocular,nogo
31,47,7,30,73,84,CFS,CFS,nogo
37,112,7,30,78,81,Binocular,Not Studied,go
79,59,7,30,75,83,Not Studied,Binocular,go
166,129,7,30,80,74,Binocular,Not Studied,go
58,74,7,30,82,77,CFS,Not Studied,go
99,56,7,30,76,73,Binocular,CFS,go
47,31,7,30,83,78,Not Studied,Binocular,go
74,58,7,30,84,79,Not Studied,CFS,go
40,88,7,30,79,82,Binocular,Not Studied,nogo
167,126,7,30,74,75,CFS,CFS,go
96,81,8,30,91,85,CFS,CFS,go
137,28,8,30,90,91,Not Studied,CFS,go
76,113,8,30,86,90,CFS,Binocular,go
135,117,8,30,85,86,Binocular,Not Studied,go
39,18,8,30,94,95,Not Studied,Binocular,go
66,95,8,30,88,96,Binocular,CFS,nogo
145,15,8,30,89,93,CFS,Not Studied,go
29,86,8,30,95,94,Binocular,Not Studied,nogo
156,150,8,30,87,87,Not Studied,CFS,go
68,73,8,30,92,92,Not Studied,Binocular,nogo
23,53,8,30,96,89,Binocular,Not Studied,go
115,118,8,30,93,88,CFS,Binocular,go
2,187,9,30,103,106,CFS,Not Studied,nogo
57,90,9,30,100,101,Not Studied,Not Studied,go
179,177,9,30,101,107,CFS,Binocular,go
126,167,9,30,104,100,Binocular,Binocular,go
112,37,9,30,106,102,Not Studied,Binocular,go
33,157,9,30,102,108,Binocular,CFS,nogo
100,124,9,30,107,98,CFS,Not Studied,go
3,6,9,30,108,103,Binocular,CFS,go
176,154,9,30,99,104,Not Studied,Binocular,nogo
6,3,9,30,98,99,Not Studied,CFS,go
28,137,9,30,97,97,Binocular,CFS,go
131,174,9,30,105,105,CFS,Not Studied,go
118,115,10,30,113,115,CFS,CFS,go
34,4,10,30,112,110,Not Studied,Not Studied,go
146,147,10,30,116,118,CFS,Not Studied,nogo
60,191,10,30,118,117,Binocular,Not Studied,go
19,189,10,30,120,109,Not Studied,CFS,go
14,139,10,30,110,112,Binocular,Binocular,go
102,110,10,30,117,119,CFS,Binocular,go
30,69,10,30,114,114,Binocular,Binocular,go
88,40,10,30,115,120,Not Studied,CFS,nogo
15,145,10,30,111,116,Not Studied,Binocular,nogo
18,39,10,30,119,113,Binocular,Not Studied,go
183,185,10,30,109,111,CFS,CFS,go
153,8,1,31,3,8,Not Studied,CFS,go
50,80,1,31,10,1,Binocular,Not Studied,go
61,121,1,31,5,2,Not Studied,Binocular,go
32,122,1,31,9,4,CFS,CFS,nogo
53,23,1,31,2,12,Binocular,Not Studied,go
143,128,1,31,8,9,CFS,Binocular,nogo
141,155,1,31,12,5,Not Studied,Binocular,go
184,181,1,31,7,11,CFS,CFS,go
172,170,1,31,4,3,Binocular,Not Studied,nogo
56,99,1,31,1,10,Binocular,Binocular,go
8,153,1,31,6,6,CFS,CFS,go
85,25,1,31,11,7,Not Studied,Not Studied,go
4,34,2,31,14,13,Not Studied,Not Studied,go
147,146,2,31,20,18,Binocular,CFS,go
107,64,2,31,17,14,Not Studied,Binocular,go
25,85,2,31,13,20,CFS,CFS,go
110,102,2,31,15,17,Binocular,Binocular,go
177,179,2,31,21,23,CFS,CFS,go
16,13,2,31,18,15,Not Studied,Not Studied,nogo
155,141,2,31,23,24,CFS,Not Studied,go
81,96,2,31,22,22,Binocular,Binocular,go
161,163,2,31,24,16,Binocular,CFS,nogo
45,165,2,31,16,19,CFS,Not Studied,go
69,30,2,31,19,21,Not Studied,Binocular,nogo
121,61,3,31,34,35,Not Studied,CFS,go
95,66,3,31,35,27,Binocular,Not Studied,nogo
174,131,3,31,25,29,Not Studied,Binocular,go
117,135,3,31,33,26,CFS,Binocular,go
122,32,3,31,30,32,Binocular,CFS,go
113,76,3,31,32,36,CFS,Not Studied,go
97,151,3,31,26,30,Not Studied,CFS,go
111,125,3,31,31,34,CFS,Binocular,go
163,161,3,31,29,28,Binocular,CFS,nogo
78,98,3,31,36,25,Binocular,Not Studied,go
52,26,3,31,27,33,CFS,Binocular,nogo
11,103,3,31,28,31,Not Studied,Not Studied,go
133,192,4,31,45,43,Not Studied,Not Studied,go
157,33,4,31,37,37,Binocular,Not Studied,go
59,79,4,31,44,41,Not Studied,Binocular,go
154,176,4,31,39,45,CFS,Binocular,nogo
89,72,4,31,40,39,Binocular,Not Studied,nogo
119,7,4,31,43,47,CFS,CFS,go
125,111,4,31,46,40,Not Studied,CFS,nogo
139,14,4,31,48,44,CFS,CFS,go
64,107,4,31,42,48,Binocular,Not Studied,go
43,44,4,31,41,42,Binocular,CFS,go
26,52,4,31,47,46,CFS,Binocular,go
62,123,4,31,38,38,Not Studied,Binocular,go
185,183,5,31,49,54,Not Studied,CFS,go
72,89,5,31,57,53,Binocular,Binocular,go
170,172,5,31,59,58,Not Studied,Binocular,go
151,97,5,31,60,49,CFS,Not Studied,go
124,100,5,31,52,50,Binocular,Binocular,go
20,71,5,31,54,55,CFS,Not Studied,go
71,20,5,31,53,59,Not Studied,CFS,go
86,29,5,31,55,56,CFS,CFS,go
98,78,5,31,56,51,Binocular,Not Studied,nogo
159,162,5,31,51,60,Binocular,Not Studied,go
144,140,5,31,58,52,CFS,CFS,nogo
181,184,5,31,50,57,Not Studied,Binocular,nogo
13,16,6,31,63,64,Not Studied,CFS,nogo
103,11,6,31,61,62,Binocular,Binocular,go
129,166,6,31,62,66,Not Studied,CFS,go
140,144,6,31,69,67,CFS,Not Studied,go
150,156,6,31,68,61,Binocular,Not Studied,go
128,143,6,31,66,70,CFS,Binocular,go
90,57,6,31,71,63,Not Studied,Not Studied,nogo
162,159,6,31,65,68,CFS,CFS,go
123,62,6,31,67,71,Binocular,CFS,go
7,119,6,31,72,69,Binocular,Binocular,nogo
73,68,6,31,64,65,CFS,Binocular,go
165,45,6,31,70,72,Not Studied,Not Studied,go
80,50,7,31,83,82,Not Studied,Binocular,go
44,43,7,31,80,79,Binocular,Not Studied,go
31,47,7,31,78,83,Not Studied,CFS,go
37,112,7,31,75,76,CFS,CFS,nogo
79,59,7,31,76,81,Binocular,Binocular,nogo
166,129,7,31,73,80,CFS,CFS,go
58,74,7,31,77,78,Not Studied,CFS,go
99,56,7,31,82,74,CFS,Binocular,go
47,31,7,31,74,75,Binocular,Not Studied,nogo
74,58,7,31,79,73,Binocular,Not Studied,go
40,88,7,31,84,77,CFS,Binocular,go
167,126,7,31,81,84,Not Studied,Not Studied,go
96,81,8,31,91,89,Not Studied,Binocular,go
137,28,8,31,90,92,Binocular,CFS,go
76,113,8,31,87,87,Not Studied,Not Studied,nogo
135,117,8,31,88,94,CFS,Binocular,go
39,18,8,31,96,91,Binocular,Not Studied,go
66,95,8,31,86,95,CFS,CFS,go
145,15,8,31,89,85,Not Studied,Not Studied,go
29,86,8,31,94,96,CFS,Not Studied,go
156,150,8,31,85,93,Binocular,Binocular,nogo
68,73,8,31,92,86,Binocular,Binocular,go
23,53,8,31,95,88,CFS,CFS,nogo
115,118,8,31,93,90,Not Studied,CFS,go
2,187,9,31,108,99,Not Studied,Not Studied,nogo
57,90,9,31,97,108,Binocular,Not Studied,go
179,177,9,31,104,100,Not Studied,CFS,nogo
126,167,9,31,105,98,CFS,Binocular,go
112,37,9,31,107,103,Binocular,Not Studied,go
33,157,9,31,98,105,CFS,Binocular,nogo
100,124,9,31,103,107,Not Studied,CFS,go
3,6,9,31,100,101,CFS,Binocular,go
176,154,9,31,99,97,Binocular,Not Studied,go
6,3,9,31,102,102,Binocular,CFS,go
28,137,9,31,106,104,CFS,CFS,go
131,174,9,31,101,106,Not Studied,Binocular,go
118,115,10,31,112,114,Not Studied,CFS,go
34,4,10,31,120,117,Binocular,Binocular,nogo
146,147,10,31,111,119,Not Studied,CFS,go
60,191,10,31,118,118,CFS,Binocular,go
19,189,10,31,114,115,Binocular,Not Studied,go
14,139,10,31,115,116,CFS,CFS,go
102,110,10,31,110,109,Not Studied,Not Studied,go
30,69,10,31,116,112,CFS,CFS,nogo
88,40,10,31,119,110,Binocular,Binocular,go
15,145,10,31,117,120,Binocular,Not Studied,go
18,39,10,31,113,111,CFS,Not Studied,nogo
183,185,10,31,109,113,Not Studied,Binocular,go
153,8,1,32,6,6,Binocular,Not Studied,go
50,80,1,32,4,8,CFS,Not Studied,go
61,121,1,32,12,11,Binocular,Not Studied,nogo
32,122,1,32,1,1,Not Studied,Binocular,go
53,23,1,32,9,7,CFS,Binocular,nogo
143,128,1,32,3,3,Not Studied,Binocular,go
141,155,1,32,10,4,Binocular,Not Studied,go
184,181,1,32,7,12,Not Studied,Binocular,go
172,170,1,32,5,10,CFS,CFS,go
56,99,1,32,2,5,CFS,CFS,nogo
8,153,1,32,11,9,Not Studied,CFS,go
85,25,1,32,8,2,Binocular,CFS,go
4,34,2,32,14,16,Binocular,Not Studied,go
147,146,2,32,19,15,CFS,Binocular,go
107,64,2,32,21,22,Binocular,CFS,go
25,85,2,32,16,23,Not Studied,Not Studied,nogo
110,102,2,32,24,21,CFS,CFS,go
177,179,2,32,22,13,Not Studied,Binocular,go
16,13,2,32,18,17,Binocular,CFS,nogo
155,141,2,32,23,19,Not Studied,Binocular,nogo
81,96,2,32,13,14,CFS,CFS,go
161,163,2,32,17,18,CFS,Not Studied,go
45,165,2,32,15,24,Not Studied,Binocular,go
69,30,2,32,20,20,Binocular,Not Studied,go
121,61,3,32,29,34,Binocular,CFS,go
95,66,3,32,26,33,CFS,CFS,go
174,131,3,32,32,35,Binocular,Not Studied,nogo
117,135,3,32,27,29,Not Studied,CFS,nogo
122,32,3,32,36,36,CFS,Binocular,go
113,76,3,32,34,30,Not Studied,Not Studied,go
97,151,3,32,33,28,Binocular,Not Studied,go
111,125,3,32,30,25,Not Studied,Binocular,go
163,161,3,32,35,27,CFS,Binocular,go
78,98,3,32,31,26,CFS,CFS,go
52,26,3,32,28,32,Not Studied,Not Studied,go
11,103,3,32,25,31,Binocular,Binocular,nogo
133,192,4,32,44,37,Binocular,Binocular,go
157,33,4,32,42,48,CFS,Binocular,go
59,79,4,32,38,45,Binocular,CFS,go
154,176,4,32,41,41,Not Studied,CFS,nogo
89,72,4,32,48,44,CFS,Not Studied,go
119,7,4,32,43,40,Not Studied,Not Studied,go
125,111,4,32,47,43,Binocular,Binocular,nogo
139,14,4,32,37,42,Not Studied,Not Studied,go
64,107,4,32,45,46,CFS,CFS,go
43,44,4,32,39,38,CFS,CFS,go
26,52,4,32,46,47,Not Studied,Not Studied,nogo
62,123,4,32,40,39,Binocular,Binocular,go
185,183,5,32,56,50,Binocular,CFS,go
72,89,5,32,57,52,CFS,Not Studied,go
170,172,5,32,59,59,Binocular,Not Studied,nogo
151,97,5,32,58,58,Not Studied,CFS,go
124,100,5,32,55,53,CFS,CFS,nogo
20,71,5,32,49,56,Not Studied,Not Studied,go
71,20,5,32,52,57,Binocular,CFS,go
86,29,5,32,53,51,Not Studied,Binocular,go
98,78,5,32,54,55,CFS,Binocular,nogo
159,162,5,32,60,54,CFS,Not Studied,go
144,140,5,32,51,60,Not Studied,Binocular,go
181,184,5,32,50,49,Binocular,Binocular,go
13,16,6,32,61,68,Binocular,Not Studied,go
103,11,6,32,68,61,CFS,Binocular,go
129,166,6,32,63,71,Binocular,Not Studied,nogo
140,144,6,32,69,65,Not Studied,CFS,nogo
150,156,6,32,67,70,CFS,CFS,go
128,143,6,32,64,62,Not Studied,CFS,go
90,57,6,32,66,66,Binocular,Not Studied,go
162,159,6,32,62,67,Not Studied,Binocular,nogo
123,62,6,32,71,64,CFS,Not Studied,go
7,119,6,32,72,72,CFS,Binocular,go
73,68,6,32,65,69,Not Studied,CFS,go
165,45,6,32,70,63,Binocular,Binocular,go
80,50,7,32,82,75,Binocular,Binocular,go
44,43,7,32,81,74,CFS,CFS,go
31,47,7,32,79,81,Binocular,CFS,go
37,112,7,32,77,82,Not Studied,CFS,go
79,59,7,32,74,80,CFS,Not Studied,go
166,129,7,32,84,79,Not Studied,Binocular,nogo
58,74,7,32,75,73,Binocular,Binocular,go
99,56,7,32,78,78,Not Studied,Not Studied,go
47,31,7,32,80,76,CFS,Not Studied,go
74,58,7,32,83,77,CFS,CFS,nogo
40,88,7,32,73,83,Not Studied,Not Studied,nogo
167,126,7,32,76,84,Binocular,Binocular,go
96,81,8,32,86,88,Binocular,Not Studied,go
137,28,8,32,87,87,CFS,Binocular,go
76,113,8,32,85,92,Binocular,Not Studied,go
135,117,8,32,88,91,Not Studied,Binocular,nogo
39,18,8,32,93,85,CFS,Binocular,go
66,95,8,32,95,94,Not Studied,CFS,go
145,15,8,32,91,89,Binocular,CFS,nogo
29,86,8,32,94,95,Not Studied,Not Studied,nogo
156,150,8,32,90,90,CFS,Not Studied,go
68,73,8,32,96,93,CFS,CFS,go
23,53,8,32,92,96,Not Studied,Binocular,go
115,118,8,32,89,86,Binocular,CFS,go
2,187,9,32,99,105,Binocular,CFS,go
57,90,9,32,102,107,CFS,Not Studied,nogo
179,177,9,32,103,101,Binocular,CFS,nogo
126,167,9,32,108,98,Not Studied,CFS,go
112,37,9,32,101,104,CFS,Not Studied,go
33,157,9,32,106,97,Not Studied,Binocular,go
100,124,9,32,97,103,Binocular,Binocular,nogo
3,6,9,32,104,100,Not Studied,Not Studied,go
176,154,9,32,107,99,CFS,Binocular,go
6,3,9,32,98,102,CFS,Not Studied,go
28,137,9,32,105,106,Not Studied,CFS,go
131,174,9,32,100,108,Binocular,Binocular,go
118,115,10,32,120,116,Binocular,Not Studied,go
34,4,10,32,111,112,CFS,Not Studied,go
146,147,10,32,110,118,Binocular,CFS,go
60,191,10,32,118,109,Not Studied,Binocular,go
19,189,10,32,116,120,CFS,Binocular,go
14,139,10,32,113,110,Not Studied,CFS,go
102,110,10,32,109,113,Binocular,CFS,nogo
30,69,10,32,112,115,Not Studied,Binocular,nogo
88,40,10,32,119,119,CFS,Not Studied,nogo
15,145,10,32,117,117,CFS,CFS,go
18,39,10,32,114,111,Not Studied,Binocular,go
183,185,10,32,115,114,Binocular,Not Studied,go
153,8,1,33,6,10,CFS,Not Studied,go
50,80,1,33,5,1,Not Studied,CFS,nogo
61,121,1,33,12,7,CFS,CFS,go
32,122,1,33,2,5,Binocular,Not Studied,go
53,23,1,33,11,4,Not Studied,Binocular,go
143,128,1,33,9,8,Binocular,Binocular,go
141,155,1,33,4,3,CFS,CFS,go
184,181,1,33,1,2,Binocular,Not Studied,nogo
172,170,1,33,7,9,Not Studied,Not Studied,go
56,99,1,33,10,11,Not Studied,Binocular,go
8,153,1,33,3,12,Binocular,CFS,go
85,25,1,33,8,6,CFS,Binocular,nogo
4,34,2,33,24,15,CFS,CFS,go
147,146,2,33,22,19,Not Studied,CFS,go
107,64,2,33,21,20,CFS,Binocular,go
25,85,2,33,16,18,Binocular,Binocular,nogo
110,102,2,33,14,13,Not Studied,CFS,nogo
177,179,2,33,13,14,Binocular,Not Studied,nogo
16,13,2,33,20,24,CFS,CFS,go
155,141,2,33,18,16,Binocular,Binocular,go
81,96,2,33,17,23,Not Studied,Binocular,go
161,163,2,33,19,21,Not Studied,Not Studied,go
45,165,2,33,23,22,Binocular,Not Studied,go
69,30,2,33,15,17,CFS,Not Studied,go
121,61,3,33,30,29,CFS,Not Studied,go
95,66,3,33,35,34,Not Studied,Not Studied,go
174,131,3,33,26,36,CFS,CFS,go
117,135,3,33,29,25,Binocular,CFS,nogo
122,32,3,33,33,27,Not Studied,CFS,go
113,76,3,33,34,26,Binocular,Not Studied,nogo
97,151,3,33,32,28,CFS,Binocular,go
111,125,3,33,36,30,Binocular,Binocular,nogo
163,161,3,33,31,31,Not Studied,CFS,go
78,98,3,33,25,33,Not Studied,Not Studied,go
52,26,3,33,27,32,Binocular,Binocular,go
11,103,3,33,28,35,CFS,Binocular,go
133,192,4,33,42,38,CFS,Not Studied,nogo
157,33,4,33,46,47,Not Studied,Binocular,go
59,79,4,33,39,45,CFS,Not Studied,go
154,176,4,33,37,43,Binocular,CFS,go
89,72,4,33,43,37,Not Studied,CFS,nogo
119,7,4,33,45,40,Binocular,Binocular,go
125,111,4,33,47,39,CFS,CFS,go
139,14,4,33,40,44,Binocular,Binocular,go
64,107,4,33,41,42,Not Studied,Binocular,nogo
43,44,4,33,48,41,Not Studied,Not Studied,go
26,52,4,33,38,48,Binocular,CFS,go
62,123,4,33,44,46,CFS,Not Studied,go
185,183,5,33,60,50,CFS,Not Studied,nogo
72,89,5,33,58,59,Not Studied,Binocular,go
170,172,5,33,59,52,CFS,Binocular,go
151,97,5,33,53,54,Binocular,Binocular,nogo
124,100,5,33,55,51,Not Studied,CFS,go
20,71,5,33,50,60,Binocular,CFS,go
71,20,5,33,52,58,CFS,Not Studied,go
86,29,5,33,51,56,Binocular,Binocular,go
98,78,5,33,49,55,Not Studied,CFS,go
159,162,5,33,57,49,Not Studied,CFS,nogo
144,140,5,33,54,57,Binocular,Not Studied,go
181,184,5,33,56,53,CFS,Not Studied,go
13,16,6,33,62,68,CFS,Binocular,go
